,medical_school,short_name,cost_type,ownership,residence_status,insurance_required,insurance_waived,cost,year
16857,Michigan State University College of Human Medicine,Michigan State,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,89114.0,2021.0
16858,Michigan State University College of Human Medicine,Michigan State,Tuition,Public,Resident,Yes,Yes,46968.0,2021.0
16859,Michigan State University College of Human Medicine,Michigan State,Tuition,Public,Nonresident,Yes,Yes,87099.0,2021.0
16860,Michigan State University College of Human Medicine,Michigan State,Health Insurance,Public,Resident,Yes,Yes,1896.0,2021.0
16861,Michigan State University College of Human Medicine,Michigan State,Health Insurance,Public,Nonresident,Yes,Yes,1896.0,2021.0
16862,Michigan State University College of Human Medicine,Michigan State,Fees,Public,Resident,Yes,Yes,119.0,2021.0
16863,Michigan State University College of Human Medicine,Michigan State,Fees,Public,Nonresident,Yes,Yes,119.0,2021.0
16864,Morehouse School of Medicine,Morehouse,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,51867.0,2021.0
16865,Morehouse School of Medicine,Morehouse,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,51867.0,2021.0
16866,Morehouse School of Medicine,Morehouse,Tuition,Private,Resident,Yes,Yes,45208.0,2021.0
16867,Morehouse School of Medicine,Morehouse,Tuition,Private,Nonresident,Yes,Yes,45208.0,2021.0
16868,Morehouse School of Medicine,Morehouse,Health Insurance,Private,Resident,Yes,Yes,4156.0,2021.0
16869,Morehouse School of Medicine,Morehouse,Health Insurance,Private,Nonresident,Yes,Yes,4156.0,2021.0
16870,Morehouse School of Medicine,Morehouse,Fees,Private,Resident,Yes,Yes,2503.0,2021.0
16871,Morehouse School of Medicine,Morehouse,Fees,Private,Nonresident,Yes,Yes,2503.0,2021.0
16872,New York Medical College,New York Medical,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,65650.0,2021.0
16873,New York Medical College,New York Medical,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,65650.0,2021.0
16874,New York Medical College,New York Medical,Tuition,Private,Resident,Yes,Yes,56925.0,2021.0
16875,New York Medical College,New York Medical,Tuition,Private,Nonresident,Yes,Yes,56925.0,2021.0
16876,New York Medical College,New York Medical,Health Insurance,Private,Resident,Yes,Yes,5048.0,2021.0
16877,New York Medical College,New York Medical,Health Insurance,Private,Nonresident,Yes,Yes,5048.0,2021.0
16878,New York Medical College,New York Medical,Fees,Private,Resident,Yes,Yes,3677.0,2021.0
16879,New York Medical College,New York Medical,Fees,Private,Nonresident,Yes,Yes,3677.0,2021.0
16880,New York University Grossman School of Medicine,NYU-Grossman,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,10910.0,2021.0
16881,New York University Grossman School of Medicine,NYU-Grossman,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,10910.0,2021.0
16882,New York University Grossman School of Medicine,NYU-Grossman,Tuition,Private,Resident,Yes,Yes,0.0,2021.0
16883,New York University Grossman School of Medicine,NYU-Grossman,Tuition,Private,Nonresident,Yes,Yes,0.0,2021.0
16884,New York University Grossman School of Medicine,NYU-Grossman,Health Insurance,Private,Resident,Yes,Yes,6960.0,2021.0
16885,New York University Grossman School of Medicine,NYU-Grossman,Health Insurance,Private,Nonresident,Yes,Yes,6960.0,2021.0
16886,New York University Grossman School of Medicine,NYU-Grossman,Fees,Private,Resident,Yes,Yes,3950.0,2021.0
16887,New York University Grossman School of Medicine,NYU-Grossman,Fees,Private,Nonresident,Yes,Yes,3950.0,2021.0
16888,New York University Long Island School of Medicine,NYU Long Island,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,10170.0,2021.0
16889,New York University Long Island School of Medicine,NYU Long Island,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,10170.0,2021.0
16890,New York University Long Island School of Medicine,NYU Long Island,Tuition,Private,Resident,Yes,Yes,0.0,2021.0
16891,New York University Long Island School of Medicine,NYU Long Island,Tuition,Private,Nonresident,Yes,Yes,0.0,2021.0
16892,New York University Long Island School of Medicine,NYU Long Island,Health Insurance,Private,Resident,Yes,Yes,6720.0,2021.0
16893,New York University Long Island School of Medicine,NYU Long Island,Health Insurance,Private,Nonresident,Yes,Yes,6720.0,2021.0
16894,New York University Long Island School of Medicine,NYU Long Island,Fees,Private,Resident,Yes,Yes,3450.0,2021.0
16895,New York University Long Island School of Medicine,NYU Long Island,Fees,Private,Nonresident,Yes,Yes,3450.0,2021.0
16896,Northeast Ohio Medical University,Northeast Ohio,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,47426.0,2021.0
16897,Northeast Ohio Medical University,Northeast Ohio,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,87606.0,2021.0
16898,Northeast Ohio Medical University,Northeast Ohio,Tuition,Public,Resident,Yes,Yes,40180.0,2021.0
16899,Northeast Ohio Medical University,Northeast Ohio,Tuition,Public,Nonresident,Yes,Yes,80360.0,2021.0
16900,Northeast Ohio Medical University,Northeast Ohio,Health Insurance,Public,Resident,Yes,Yes,2459.0,2021.0
16901,Northeast Ohio Medical University,Northeast Ohio,Health Insurance,Public,Nonresident,Yes,Yes,2459.0,2021.0
16902,Northeast Ohio Medical University,Northeast Ohio,Fees,Public,Resident,Yes,Yes,4787.0,2021.0
16903,Northeast Ohio Medical University,Northeast Ohio,Fees,Public,Nonresident,Yes,Yes,4787.0,2021.0
16904,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,71756.0,2021.0
16905,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,71756.0,2021.0
16906,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,Tuition,Private,Resident,Yes,Yes,66096.0,2021.0
16907,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,Tuition,Private,Nonresident,Yes,Yes,66096.0,2021.0
16908,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,Health Insurance,Private,Resident,Yes,Yes,4808.0,2021.0
16909,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,Health Insurance,Private,Nonresident,Yes,Yes,4808.0,2021.0
16910,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,Fees,Private,Resident,Yes,Yes,852.0,2021.0
16911,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,Fees,Private,Nonresident,Yes,Yes,852.0,2021.0
16912,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Nova Southeastern-Patel,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,62004.0,2021.0
16913,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Nova Southeastern-Patel,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,68858.0,2021.0
16914,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Nova Southeastern-Patel,Tuition,Private,Resident,Yes,Yes,56784.0,2021.0
16915,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Nova Southeastern-Patel,Tuition,Private,Nonresident,Yes,Yes,63638.0,2021.0
16916,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Nova Southeastern-Patel,Health Insurance,Private,Resident,Yes,Yes,2068.0,2021.0
16917,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Nova Southeastern-Patel,Health Insurance,Private,Nonresident,Yes,Yes,2068.0,2021.0
16918,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Nova Southeastern-Patel,Fees,Private,Resident,Yes,Yes,3152.0,2021.0
16919,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Nova Southeastern-Patel,Fees,Private,Nonresident,Yes,Yes,3152.0,2021.0
16920,Oakland University William Beaumont School of Medicine,Oakland Beaumont,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,,57936.0,2021.0
16921,Oakland University William Beaumont School of Medicine,Oakland Beaumont,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,,57936.0,2021.0
16922,Oakland University William Beaumont School of Medicine,Oakland Beaumont,Tuition,Public,Resident,Yes,,57936.0,2021.0
16923,Oakland University William Beaumont School of Medicine,Oakland Beaumont,Tuition,Public,Nonresident,Yes,,57936.0,2021.0
16924,Oakland University William Beaumont School of Medicine,Oakland Beaumont,Health Insurance,Public,Resident,Yes,,0.0,2021.0
16925,Oakland University William Beaumont School of Medicine,Oakland Beaumont,Health Insurance,Public,Nonresident,Yes,,0.0,2021.0
16926,Oakland University William Beaumont School of Medicine,Oakland Beaumont,Fees,Public,Resident,Yes,,0.0,2021.0
16927,Oakland University William Beaumont School of Medicine,Oakland Beaumont,Fees,Public,Nonresident,Yes,,0.0,2021.0
16928,Ohio State University College of Medicine,Ohio State,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,34448.0,2021.0
16929,Ohio State University College of Medicine,Ohio State,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,59368.0,2021.0
16930,Ohio State University College of Medicine,Ohio State,Tuition,Public,Resident,Yes,Yes,30124.0,2021.0
16931,Ohio State University College of Medicine,Ohio State,Tuition,Public,Nonresident,Yes,Yes,55044.0,2021.0
16932,Ohio State University College of Medicine,Ohio State,Health Insurance,Public,Resident,Yes,Yes,3366.0,2021.0
16933,Ohio State University College of Medicine,Ohio State,Health Insurance,Public,Nonresident,Yes,Yes,3366.0,2021.0
16934,Ohio State University College of Medicine,Ohio State,Fees,Public,Resident,Yes,Yes,958.0,2021.0
16935,Ohio State University College of Medicine,Ohio State,Fees,Public,Nonresident,Yes,Yes,958.0,2021.0
16936,Oregon Health & Science University School of Medicine,Oregon,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,53856.0,2021.0
16937,Oregon Health & Science University School of Medicine,Oregon,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,78160.0,2021.0
16938,Oregon Health & Science University School of Medicine,Oregon,Tuition,Public,Resident,Yes,Yes,45244.0,2021.0
16939,Oregon Health & Science University School of Medicine,Oregon,Tuition,Public,Nonresident,Yes,Yes,69548.0,2021.0
16940,Oregon Health & Science University School of Medicine,Oregon,Health Insurance,Public,Resident,Yes,Yes,6216.0,2021.0
16941,Oregon Health & Science University School of Medicine,Oregon,Health Insurance,Public,Nonresident,Yes,Yes,6216.0,2021.0
16942,Oregon Health & Science University School of Medicine,Oregon,Fees,Public,Resident,Yes,Yes,2396.0,2021.0
16943,Oregon Health & Science University School of Medicine,Oregon,Fees,Public,Nonresident,Yes,Yes,2396.0,2021.0
16944,Pennsylvania State University College of Medicine,Penn State,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,No,56118.0,2021.0
16945,Pennsylvania State University College of Medicine,Penn State,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,No,56118.0,2021.0
16946,Pennsylvania State University College of Medicine,Penn State,Tuition,Private,Resident,Yes,No,52362.0,2021.0
16947,Pennsylvania State University College of Medicine,Penn State,Tuition,Private,Nonresident,Yes,No,52362.0,2021.0
16948,Pennsylvania State University College of Medicine,Penn State,Health Insurance,Private,Resident,Yes,No,3636.0,2021.0
16949,Pennsylvania State University College of Medicine,Penn State,Health Insurance,Private,Nonresident,Yes,No,3636.0,2021.0
16950,Pennsylvania State University College of Medicine,Penn State,Fees,Private,Resident,Yes,No,120.0,2021.0
16951,Pennsylvania State University College of Medicine,Penn State,Fees,Private,Nonresident,Yes,No,120.0,2021.0
16952,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,71165.0,2021.0
16953,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,71165.0,2021.0
16954,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,Tuition,Private,Resident,Yes,Yes,61586.0,2021.0
16955,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,Tuition,Private,Nonresident,Yes,Yes,61586.0,2021.0
16956,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,Health Insurance,Private,Resident,Yes,Yes,3874.0,2021.0
16957,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,Health Insurance,Private,Nonresident,Yes,Yes,3874.0,2021.0
16958,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,Fees,Private,Resident,Yes,Yes,5705.0,2021.0
16959,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,Fees,Private,Nonresident,Yes,Yes,5705.0,2021.0
16960,Ponce Health Sciences University School of Medicine,Ponce,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,46719.0,2021.0
16961,Ponce Health Sciences University School of Medicine,Ponce,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,69580.0,2021.0
16962,Ponce Health Sciences University School of Medicine,Ponce,Tuition,Private,Resident,Yes,Yes,40787.0,2021.0
16963,Ponce Health Sciences University School of Medicine,Ponce,Tuition,Private,Nonresident,Yes,Yes,63648.0,2021.0
16964,Ponce Health Sciences University School of Medicine,Ponce,Health Insurance,Private,Resident,Yes,Yes,2678.0,2021.0
16965,Ponce Health Sciences University School of Medicine,Ponce,Health Insurance,Private,Nonresident,Yes,Yes,2678.0,2021.0
16966,Ponce Health Sciences University School of Medicine,Ponce,Fees,Private,Resident,Yes,Yes,3254.0,2021.0
16967,Ponce Health Sciences University School of Medicine,Ponce,Fees,Private,Nonresident,Yes,Yes,3254.0,2021.0
16968,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,51760.0,2021.0
16969,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,73250.0,2021.0
16970,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,Tuition,Public,Resident,Yes,Yes,43670.0,2021.0
16971,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,Tuition,Public,Nonresident,Yes,Yes,65160.0,2021.0
16972,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,Health Insurance,Public,Resident,Yes,Yes,3986.0,2021.0
16973,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,Health Insurance,Public,Nonresident,Yes,Yes,3986.0,2021.0
16974,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,Fees,Public,Resident,Yes,Yes,4104.0,2021.0
16975,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,Fees,Public,Nonresident,Yes,Yes,4104.0,2021.0
16976,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,42034.0,2021.0
16977,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,69134.0,2021.0
16978,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,Tuition,Public,Resident,Yes,Yes,37070.0,2021.0
16979,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,Tuition,Public,Nonresident,Yes,Yes,64170.0,2021.0
16980,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,Health Insurance,Public,Resident,Yes,Yes,2226.0,2021.0
16981,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,Health Insurance,Public,Nonresident,Yes,Yes,2226.0,2021.0
16982,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,Fees,Public,Resident,Yes,Yes,2738.0,2021.0
16983,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,Fees,Public,Nonresident,Yes,Yes,2738.0,2021.0
16984,Rush Medical College of Rush University Medical Center,Rush,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,,58958.0,2021.0
16985,Rush Medical College of Rush University Medical Center,Rush,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,,58958.0,2021.0
16986,Rush Medical College of Rush University Medical Center,Rush,Tuition,Private,Resident,Yes,,58958.0,2021.0
16987,Rush Medical College of Rush University Medical Center,Rush,Tuition,Private,Nonresident,Yes,,58958.0,2021.0
16988,Rush Medical College of Rush University Medical Center,Rush,Health Insurance,Private,Resident,Yes,,0.0,2021.0
16989,Rush Medical College of Rush University Medical Center,Rush,Health Insurance,Private,Nonresident,Yes,,0.0,2021.0
16990,Rush Medical College of Rush University Medical Center,Rush,Fees,Private,Resident,Yes,,0.0,2021.0
16991,Rush Medical College of Rush University Medical Center,Rush,Fees,Private,Nonresident,Yes,,0.0,2021.0
16992,Rutgers New Jersey Medical School,Rutgers New Jersey,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,48112.0,2021.0
16993,Rutgers New Jersey Medical School,Rutgers New Jersey,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,72002.0,2021.0
16994,Rutgers New Jersey Medical School,Rutgers New Jersey,Tuition,Public,Resident,Yes,Yes,43995.0,2021.0
16995,Rutgers New Jersey Medical School,Rutgers New Jersey,Tuition,Public,Nonresident,Yes,Yes,67885.0,2021.0
16996,Rutgers New Jersey Medical School,Rutgers New Jersey,Health Insurance,Public,Resident,Yes,Yes,2347.0,2021.0
16997,Rutgers New Jersey Medical School,Rutgers New Jersey,Health Insurance,Public,Nonresident,Yes,Yes,2347.0,2021.0
16998,Rutgers New Jersey Medical School,Rutgers New Jersey,Fees,Public,Resident,Yes,Yes,1770.0,2021.0
16999,Rutgers New Jersey Medical School,Rutgers New Jersey,Fees,Public,Nonresident,Yes,Yes,1770.0,2021.0
17000,"Rutgers, Robert Wood Johnson Medical School",Rutgers-RW Johnson,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,48644.0,2021.0
17001,"Rutgers, Robert Wood Johnson Medical School",Rutgers-RW Johnson,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,72534.0,2021.0
17002,"Rutgers, Robert Wood Johnson Medical School",Rutgers-RW Johnson,Tuition,Public,Resident,Yes,Yes,43995.0,2021.0
17003,"Rutgers, Robert Wood Johnson Medical School",Rutgers-RW Johnson,Tuition,Public,Nonresident,Yes,Yes,67885.0,2021.0
17004,"Rutgers, Robert Wood Johnson Medical School",Rutgers-RW Johnson,Health Insurance,Public,Resident,Yes,Yes,2347.0,2021.0
17005,"Rutgers, Robert Wood Johnson Medical School",Rutgers-RW Johnson,Health Insurance,Public,Nonresident,Yes,Yes,2347.0,2021.0
17006,"Rutgers, Robert Wood Johnson Medical School",Rutgers-RW Johnson,Fees,Public,Resident,Yes,Yes,2302.0,2021.0
17007,"Rutgers, Robert Wood Johnson Medical School",Rutgers-RW Johnson,Fees,Public,Nonresident,Yes,Yes,2302.0,2021.0
17008,Saint Louis University School of Medicine,Saint Louis,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,65232.0,2021.0
17009,Saint Louis University School of Medicine,Saint Louis,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,65232.0,2021.0
17010,Saint Louis University School of Medicine,Saint Louis,Tuition,Private,Resident,Yes,Yes,60360.0,2021.0
17011,Saint Louis University School of Medicine,Saint Louis,Tuition,Private,Nonresident,Yes,Yes,60360.0,2021.0
17012,Saint Louis University School of Medicine,Saint Louis,Health Insurance,Private,Resident,Yes,Yes,3784.0,2021.0
17013,Saint Louis University School of Medicine,Saint Louis,Health Insurance,Private,Nonresident,Yes,Yes,3784.0,2021.0
17014,Saint Louis University School of Medicine,Saint Louis,Fees,Private,Resident,Yes,Yes,1088.0,2021.0
17015,Saint Louis University School of Medicine,Saint Louis,Fees,Private,Nonresident,Yes,Yes,1088.0,2021.0
17016,San Juan Bautista School of Medicine,San Juan Bautista,"Tuition, Fees, and Health Insurance",Private,Resident,No,,38158.0,2021.0
17017,San Juan Bautista School of Medicine,San Juan Bautista,"Tuition, Fees, and Health Insurance",Private,Nonresident,No,,48158.0,2021.0
17018,San Juan Bautista School of Medicine,San Juan Bautista,Tuition,Private,Resident,No,,30000.0,2021.0
17019,San Juan Bautista School of Medicine,San Juan Bautista,Tuition,Private,Nonresident,No,,40000.0,2021.0
17020,San Juan Bautista School of Medicine,San Juan Bautista,Health Insurance,Private,Resident,No,,3158.0,2021.0
17021,San Juan Bautista School of Medicine,San Juan Bautista,Health Insurance,Private,Nonresident,No,,3158.0,2021.0
17022,San Juan Bautista School of Medicine,San Juan Bautista,Fees,Private,Resident,No,,5000.0,2021.0
17023,San Juan Bautista School of Medicine,San Juan Bautista,Fees,Private,Nonresident,No,,5000.0,2021.0
17024,Sidney Kimmel Medical College at Thomas Jefferson University,Jefferson-Kimmel,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,64843.0,2021.0
17025,Sidney Kimmel Medical College at Thomas Jefferson University,Jefferson-Kimmel,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,64843.0,2021.0
17026,Sidney Kimmel Medical College at Thomas Jefferson University,Jefferson-Kimmel,Tuition,Private,Resident,Yes,Yes,60314.0,2021.0
17027,Sidney Kimmel Medical College at Thomas Jefferson University,Jefferson-Kimmel,Tuition,Private,Nonresident,Yes,Yes,60314.0,2021.0
17028,Sidney Kimmel Medical College at Thomas Jefferson University,Jefferson-Kimmel,Health Insurance,Private,Resident,Yes,Yes,3573.0,2021.0
17029,Sidney Kimmel Medical College at Thomas Jefferson University,Jefferson-Kimmel,Health Insurance,Private,Nonresident,Yes,Yes,3573.0,2021.0
17030,Sidney Kimmel Medical College at Thomas Jefferson University,Jefferson-Kimmel,Fees,Private,Resident,Yes,Yes,956.0,2021.0
17031,Sidney Kimmel Medical College at Thomas Jefferson University,Jefferson-Kimmel,Fees,Private,Nonresident,Yes,Yes,956.0,2021.0
17032,Southern Illinois University School of Medicine,Southern Illinois,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,39950.0,2021.0
17033,Southern Illinois University School of Medicine,Southern Illinois,"Tuition, Fees, and Health Insurance",Public,Nonresident,,,,2021.0
17034,Southern Illinois University School of Medicine,Southern Illinois,Tuition,Public,Resident,Yes,Yes,34146.0,2021.0
17035,Southern Illinois University School of Medicine,Southern Illinois,Tuition,Public,Nonresident,,,,2021.0
17036,Southern Illinois University School of Medicine,Southern Illinois,Health Insurance,Public,Resident,Yes,Yes,2086.0,2021.0
17037,Southern Illinois University School of Medicine,Southern Illinois,Health Insurance,Public,Nonresident,,,,2021.0
17038,Southern Illinois University School of Medicine,Southern Illinois,Fees,Public,Resident,Yes,Yes,3718.0,2021.0
17039,Southern Illinois University School of Medicine,Southern Illinois,Fees,Public,Nonresident,,,,2021.0
17040,Stanford University School of Medicine,Stanford,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,71060.0,2021.0
17041,Stanford University School of Medicine,Stanford,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,71060.0,2021.0
17042,Stanford University School of Medicine,Stanford,Tuition,Private,Resident,Yes,Yes,63747.0,2021.0
17043,Stanford University School of Medicine,Stanford,Tuition,Private,Nonresident,Yes,Yes,63747.0,2021.0
17044,Stanford University School of Medicine,Stanford,Health Insurance,Private,Resident,Yes,Yes,6192.0,2021.0
17045,Stanford University School of Medicine,Stanford,Health Insurance,Private,Nonresident,Yes,Yes,6192.0,2021.0
17046,Stanford University School of Medicine,Stanford,Fees,Private,Resident,Yes,Yes,1121.0,2021.0
17047,Stanford University School of Medicine,Stanford,Fees,Private,Nonresident,Yes,Yes,1121.0,2021.0
17048,State University of New York Downstate Medical Center College of Medicine,SUNY Downstate,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,49824.0,2021.0
17049,State University of New York Downstate Medical Center College of Medicine,SUNY Downstate,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,71314.0,2021.0
17050,State University of New York Downstate Medical Center College of Medicine,SUNY Downstate,Tuition,Public,Resident,Yes,Yes,43670.0,2021.0
17051,State University of New York Downstate Medical Center College of Medicine,SUNY Downstate,Tuition,Public,Nonresident,Yes,Yes,65160.0,2021.0
17052,State University of New York Downstate Medical Center College of Medicine,SUNY Downstate,Health Insurance,Public,Resident,Yes,Yes,5448.0,2021.0
17053,State University of New York Downstate Medical Center College of Medicine,SUNY Downstate,Health Insurance,Public,Nonresident,Yes,Yes,5448.0,2021.0
17054,State University of New York Downstate Medical Center College of Medicine,SUNY Downstate,Fees,Public,Resident,Yes,Yes,706.0,2021.0
17055,State University of New York Downstate Medical Center College of Medicine,SUNY Downstate,Fees,Public,Nonresident,Yes,Yes,706.0,2021.0
17056,TCU and UNTHSC School of Medicine,TCU UNTHSC,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,63122.0,2021.0
17057,TCU and UNTHSC School of Medicine,TCU UNTHSC,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,63122.0,2021.0
17058,TCU and UNTHSC School of Medicine,TCU UNTHSC,Tuition,Private,Resident,Yes,Yes,60318.0,2021.0
17059,TCU and UNTHSC School of Medicine,TCU UNTHSC,Tuition,Private,Nonresident,Yes,Yes,60318.0,2021.0
17060,TCU and UNTHSC School of Medicine,TCU UNTHSC,Health Insurance,Private,Resident,Yes,Yes,2804.0,2021.0
17061,TCU and UNTHSC School of Medicine,TCU UNTHSC,Health Insurance,Private,Nonresident,Yes,Yes,2804.0,2021.0
17062,TCU and UNTHSC School of Medicine,TCU UNTHSC,Fees,Private,Resident,Yes,Yes,0.0,2021.0
17063,TCU and UNTHSC School of Medicine,TCU UNTHSC,Fees,Private,Nonresident,Yes,Yes,0.0,2021.0
17064,Texas A&M Health Science Center College of Medicine,Texas A & M,"Tuition, Fees, and Health Insurance",Public,Resident,No,,21760.0,2021.0
17065,Texas A&M Health Science Center College of Medicine,Texas A & M,"Tuition, Fees, and Health Insurance",Public,Nonresident,No,,34860.0,2021.0
17066,Texas A&M Health Science Center College of Medicine,Texas A & M,Tuition,Public,Resident,No,,16220.0,2021.0
17067,Texas A&M Health Science Center College of Medicine,Texas A & M,Tuition,Public,Nonresident,No,,29320.0,2021.0
17068,Texas A&M Health Science Center College of Medicine,Texas A & M,Health Insurance,Public,Resident,No,,0.0,2021.0
17069,Texas A&M Health Science Center College of Medicine,Texas A & M,Health Insurance,Public,Nonresident,No,,0.0,2021.0
17070,Texas A&M Health Science Center College of Medicine,Texas A & M,Fees,Public,Resident,No,,5540.0,2021.0
17071,Texas A&M Health Science Center College of Medicine,Texas A & M,Fees,Public,Nonresident,No,,5540.0,2021.0
17072,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Texas Tech-Foster,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,,21484.0,2021.0
17073,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Texas Tech-Foster,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,,36435.0,2021.0
17074,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Texas Tech-Foster,Tuition,Public,Resident,Yes,,16946.0,2021.0
17075,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Texas Tech-Foster,Tuition,Public,Nonresident,Yes,,31897.0,2021.0
17076,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Texas Tech-Foster,Health Insurance,Public,Resident,Yes,,0.0,2021.0
17077,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Texas Tech-Foster,Health Insurance,Public,Nonresident,Yes,,0.0,2021.0
